d29ea593-03cd-44ad-9d0b-5b0a3a9e2e30,2014-4-12,2014-4-13,2014 Virginia States
840c6c6f-c193-4d12-a3a3-c6bbb7a01e48,2013-5-31,2013-6-2,2013 - German Freestyle Championships
fb3419f8-ee1f-4403-90db-4798ad4df7c3,2017-3-10,2017-3-10,2017 Jam Canaria
b554faed-ed73-48ff-8d6c-2b71ae528695,2025-07-12,2025-07-13,AmsterJam
70753ec8-ff0e-484b-a958-6ce5f372e0a8,2017-11-11,2017-11-11,2017 Jam Brittannia III
21c2b9f7-2afc-4144-9122-4421a7b4df1b,2014-8-22,2014-8-24,The 39th All Japan Overall Flying Disc Championship
2f42b417-a0bd-4374-b692-3ef84fe2ae72,2015-6-25,2015-6-28,2015 FPAW
1f9be064-48bc-48c5-9fe8-9260ecb59ee9,2015-3-1,2015-3-1,2015 Ocean Beach Wintershred
9f8d8e36-c4fe-46b4-8019-12cb0b388212,2013-2-9,2013-2-10,2013 - Frisbeer Cup
62f66af7-8bbf-44ee-b7a1-8c801b241856,2015-2-21,2015-2-22,Frisbeer Cup - Open Co-op
a813f945-98d6-48e1-869f-3df635e2c33a,2013-8-15,2013-8-18,2013 FPAW
c6e6926f-532f-4ff0-bd30-b4165fdadfb2,2017-4-21,2017-4-23,2017 Virginia States
4f20f3a1-19b0-4201-b6a3-55fe34797fcd,2015-8-28,2015-8-30,All Japan Open
e112c7ac-7312-4de6-8ff4-fe44f6c080c6,2016-11-13,2016-11-13,AIFDA Aichi Flying Disc Competition
919ea87b-a324-4af3-b465-0ec3ff182611,2013-4-27,2013-4-28,2013 - EFC
16b9be1a-4667-493b-949a-e331e9ff9e3c,2019-6-7,2019-6-7,Italian Freestyle Open
